ident,category,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code
UWSB,medium_airport,Balakovo Airport,51.85829926,47.74560165,95,EU,RU,RU-SAR,Balakovo,UWSB,BWO,
UWSK,small_airport,Krasny Kut Airport,50.95800018,46.9469986,177,EU,RU,RU-SAR,Krasny Kut,UWSK,,
UWSS,medium_airport,Saratov Central Airport,51.56499863,46.04669952,499,EU,RU,RU-SAR,Saratov,UWSS,RTW,
UWUA,small_airport,Sibay Airport,52.68741226,58.71480179,1309,EU,RU,RU-BA,Sibay,UWUA,,
UWUB,small_airport,Beloretsk Airport,53.93809891,58.34000015,1827,EU,RU,RU-BA,Beloretsk,UWUB,BCX,
UWUF,small_airport,Neftekamsk Airport,56.10689926,54.34719849,456,EU,RU,RU-BA,Neftekamsk,UWUF,NEF,
UWUK,small_airport,Oktyabrskiy Airport,54.43999863,53.38830185,377,EU,RU,RU-TA,Kzyl-Yar,UWUK,OKT,
UWUM,medium_airport,Maksimovka Airport,54.83000183,56.16830063,325,EU,RU,RU-BA,Ufa,UWUM,,
UWUU,large_airport,Ufa International Airport,54.55749893,55.87440109,449,EU,RU,RU-BA,Ufa,UWUU,UFA,
UWWB,medium_airport,Buguruslan Severny Airport,53.71839905,52.37189865,728,EU,RU,RU-ORE,Buguruslan,UWWB,,
UWWE,small_airport,Verkhneye Sancheleyevo Airfield,53.69609667,49.49151993,246,EU,RU,RU-SAM,Tolyatti,UWWE,,
UWWG,medium_airport,Bezymyanka Airfield,53.22000122,50.32500076,135,EU,RU,RU-SAM,Samara,UWWG,,
UWWS,small_airport,Smyshlyayevka Airport,53.24000168,50.375,131,EU,RU,RU-SAM,Samara,UWWS,,
UWWT,small_airport,Tolyatti Airport,53.59627439,49.37811613,230,EU,RU,RU-SAM,Tolyatti,UWWT,,
UWWW,large_airport,Kurumoch International Airport,53.50490189,50.16429901,477,EU,RU,RU-SAM,Samara,UWWW,KUF,
UY-0001,small_airport,Fray Bentos Airport,-33.14300156,-58.29410172,52,SA,UY,UY-RN,Fray Bentos,,FZB,
UY-0002,small_airport,Rocha Airport,-34.47809982,-54.2798996,91,SA,UY,UY-RO,Rocha,,RCH,
UZ-0001,small_airport,Aim Southeast Airport,40.7533989,72.75229645,2240,AS,UZ,UZ-AN,Kurgantepa,,,
UZ-0002,small_airport,Ak Kurgan Airport,40.86330032,69.02899933,969,AS,UZ,UZ-TO,Ak Kurgan,,,
UZ-0003,small_airport,Ak Tepe Airport,41.30450058,69.19730377,1386,AS,UZ,UZ-TO,Toshkent,,,
UZ-0004,small_airport,Andizhan Northeast Airport,40.88850021,72.40529633,1585,AS,UZ,UZ-AN,Andizhan,,,
UZ-0005,small_airport,Balykchi Southwest Airport,40.82720184,71.76799774,1344,AS,UZ,UZ-AN,Saryksu,,,
UZ-0006,small_airport,Besh Kotan Airport,37.49160004,66.97859955,1063,AS,UZ,UZ-SU,Besh Kotan,,,
UZ-0007,small_airport,Charkhin Airport,39.66650009,66.77050018,2200,AS,UZ,UZ-SA,Charkhin,,,
UZ-0008,small_airport,Chartak Airport,40.9477005,69.04380035,999,AS,UZ,UZ-TO,Chartak,,,
UZ-0009,small_airport,Chinaz Highway Airstrip,40.97949982,68.79219818,923,AS,UZ,UZ-TO,Chinaz,,,
UZ-0010,small_airport,Dustlik North Airport,40.5498085,68.08370972,879,AS,UZ,UZ-JI,Dustlik,,,
UZ-0011,small_airport,Dutyr Airport,40.37250137,71.37049866,1473,AS,UZ,UZ-FA,Rishtan,,,
UZ-0012,small_airport,Dzhangabirlyk West Airport,43.11880112,58.37360001,300,AS,UZ,UZ-QR,Dzhangabirlyk,,,
UZ-0013,small_airport,Dzhar-Tepe Airport,39.16740036,66.71450043,2022,AS,UZ,UZ-QA,Dzhar-Tepe,,,
UZ-0014,small_airport,Fergana Southwest Airport,40.3091011,71.71450043,2327,AS,UZ,UZ-FA,Fergana,,,
UZ-0015,small_airport,Galyabita East Airport,38.41970062,68.10109711,1940,AS,UZ,UZ-SU,Galyabita,,,
UZ-0016,small_airport,Guzar Airport,38.63470078,66.27279663,1679,AS,UZ,UZ-QA,Guzar,,,
UZ-0017,small_airport,Ilich Airport,40.87530136,68.46250153,852,AS,UZ,UZ-JI,Ilich,,,
UZ-0018,small_airport,Ilich North Airport,40.93920135,68.52020264,835,AS,UZ,UZ-JI,Ilich,,,
UZ-0019,small_airport,Imeni Kirova Airport,40.63370132,68.61579895,875,AS,UZ,UZ-SI,Imeni Kirova,,,
UZ-0020,small_airport,Kalinovka / Angren Airport,41.0279007,69.20020294,1132,AS,UZ,UZ-TO,Kalinovka,,,
UZ-0021,small_airport,Kamashi Airport,38.8044014,66.52960205,1780,AS,UZ,UZ-QA,Kamashi,,,
UZ-0022,small_airport,Kara Kalpak Airport,40.80339813,71.18920135,1229,AS,UZ,UZ-NG,Kara Kalpak,,,
UZ-0023,small_airport,Kayki Airport,41.07860184,72.0286026,1570,AS,UZ,UZ-NG,Kayki,,,
UZ-0024,small_airport,Kokand South Airport,40.4469986,70.9865036,1652,AS,UZ,UZ-FA,Kokand,,,
UZ-0025,small_airport,Kokand Southeast Airport,40.37739944,71.08879852,1890,AS,UZ,UZ-FA,Kokand,,,
UZ-0026,small_airport,Kosh Rabat Airport,39.76699829,64.31210327,715,AS,UZ,UZ-BU,Kosh Rabat,,,
UZ-0027,small_airport,Kumushkent Airport,39.80799866,66.84429932,2025,AS,UZ,UZ-SA,Kumushkent,,,
UZ-0028,small_airport,Kuva Southeast Airport,40.48350143,72.28170013,1973,AS,UZ,UZ-AN,Markhamat,,,
UZ-0029,small_airport,Kuva West Airport,40.50450134,71.90270233,1591,AS,UZ,UZ-FA,Ramadan,,,
UZ-0030,small_airport,Muglan Airport,38.90179825,65.396698,1050,AS,UZ,UZ-QA,Muglan,,,
UZ-0031,small_airport,Muruntau Southeast Airport,41.4711647,64.66607666,1340,AS,UZ,UZ-NW,Muruntau,,,
UZ-0032,small_airport,Namangan Northeast Airport,41.04359818,71.78890228,1591,AS,UZ,UZ-NG,Namangan,,,
UZ-0033,small_airport,Naubag Airport,37.6529007,66.97380066,1264,AS,UZ,UZ-SU,Akkurgan,,,
UZ-0034,small_airport,Nishan Airport,38.58919907,65.60970306,1165,AS,UZ,UZ-QA,Nishan,,,
UZ-0035,small_airport,Nukus South Airport,42.36360168,59.51699829,240,AS,UZ,UZ-QR,Nukus,,,
UZ-0036,small_airport,Obi Kiik Airport,38.2492981,67.72170258,2213,AS,UZ,UZ-SU,Khodzhi Sagat,,,
UZ-0037,small_airport,Ostrov Vozrozhdeniya Airport,45.15719986,59.2961998,232,AS,UZ,UZ-QR,Kantubek,,,
UZ-0038,small_airport,Ostrov Vozrozhdeniya Southwest Airport,45.0904007,59.2220993,194,AS,UZ,UZ-QR,Kantubek,,,
UZ-0039,small_airport,Pap Airport,40.8885994,71.09130096,1516,AS,UZ,UZ-NG,Khalkabad,,,
UZ-0040,closed,Payark Airport,39.93780136,66.86660004,1990,AS,UZ,UZ-SA,Payark,,,
UZ-0041,small_airport,Saybui Airport,40.63600159,71.70069885,1391,AS,UZ,UZ-FA,Saybui,,,
UZ-0042,small_airport,Shirabad Northeast Airport,37.69039917,67.05039978,1313,AS,UZ,UZ-SU,Shirabad,,,
UZ-0043,small_airport,Shur Ob East Airport,37.39509964,67.03990173,936,AS,UZ,UZ-SU,Shur Ob,,,
UZ-0044,small_airport,Shurchi North Airport,38.03099823,67.79219818,1483,AS,UZ,UZ-SU,Shurchi,,,
UZ-0045,small_airport,Soldatskiy Southeast Airport,40.78939819,68.97740173,960,AS,UZ,UZ-TO,Soldatskiy,,,
UZ-0046,small_airport,Statsiya Yakkabag Airport,38.97460175,66.73059845,1970,AS,UZ,UZ-QA,Yakkabag,,,
UZ-0047,small_airport,Syrdaya Airport,40.8091011,68.68769836,858,AS,UZ,UZ-SI,Syrdarya,,,
UZ-0048,small_airport,Syrdaya Highway Southwest Airstrip,40.77249908,68.56359863,864,AS,UZ,UZ-JI,Syrdaya,,,
UZ-0049,small_airport,Talimardzhan Airport,38.30799866,65.55339813,1257,AS,UZ,UZ-QA,Talimardzhan,,,
UZ-0050,small_airport,Tardzhilga Airport,39.24829865,66.26609802,1616,AS,UZ,UZ-QA,Tardzhilga,,,
UZ-0051,small_airport,Tashkent Angor Airport,37.46429825,67.07929993,1041,AS,UZ,UZ-SU,Tashkent,,,
UZ-0052,small_airport,Termez East Airport,37.28079987,67.3655014,1024,AS,UZ,UZ-SU,Termez,,,
UZ-0053,closed,Toy Tepa Airport,41.07550049,69.34512329,1265,AS,UZ,UZ-TO,Toy Tepa,,,
UZ-0054,small_airport,Uchkurgan Southeast Airport,41.04779816,72.11759949,1562,AS,UZ,UZ-NG,Uchkurgan,,,
UZ-0055,small_airport,Udurgi Airport,39.72769928,64.39129639,718,AS,UZ,UZ-BU,Udurgi,,,
UZ-0056,small_airport,Uychi Southeast Airport,41.00979996,71.94869995,1440,AS,UZ,UZ-NG,Uychi,,,
UZ-0057,small_airport,Yangi-Kent Airport,38.68809891,66.08679962,1510,AS,UZ,UZ-QA,Yangi-Kent,,,
UZ-0058,small_airport,Yaydan Northeast Airport,40.3832016,70.9265976,1790,AS,UZ,UZ-FA,Yaydan,,,
UZ-0059,small_airport,Zar Chob Airport,38.51599884,67.84660339,2530,AS,UZ,UZ-QA,Zar Chob,,,
UZ-0060,small_airport,Alhi Airport,40.93519974,69.14109802,1091,AS,UZ,UZ-TO,Alhi,,,
UZ-0061,small_airport,Aradzhi Airport,41.50798416,60.42179871,311,AS,UZ,UZ-XO,Aradzhi,,,
UZ-0062,small_airport,Aravan Northeast Airport,40.58050156,72.35359955,1857,AS,UZ,UZ-AN,Shorkishlak,,,
UZ-0063,small_airport,Bakht Southeast Airport,40.70640182,68.688797,864,AS,UZ,UZ-SI,Bakht,,,
UZ-0064,small_airport,Bayaut Pervyy West Airport,40.42599869,68.96710205,936,AS,UZ,UZ-SI,Bayaut Pervyy,,,
UZ-0065,small_airport,Beruni Airport,41.68532181,60.71579361,318,AS,UZ,UZ-QR,Beruni,,,
UZ-0066,small_airport,Chambel Airport,40.03469849,67.1135025,2198,AS,UZ,UZ-JI,Khatcha,,,
UZ-0067,small_airport,Chim Airport,38.8302002,66.26249695,1480,AS,UZ,UZ-QA,Chim,,,
UZ-0068,small_airport,Chimkurgan Airport,40.37969971,67.66410065,925,AS,UZ,UZ-JI,Chimkurgan,,,
UZ-0069,small_airport,Chimkurgan Northwest Airport,40.41040039,67.78420258,890,AS,UZ,UZ-JI,Chimkurgan,,,
UZ-0070,small_airport,Daul Airport,39.74359894,66.72389984,2082,AS,UZ,UZ-SA,Daul,,,
UZ-0071,small_airport,Denau Airport,38.24890137,67.92780304,1637,AS,UZ,UZ-SU,Denau,,,
UZ-0072,small_airport,Denau Southwest Airport,38.20940018,67.87560272,1690,AS,UZ,UZ-SU,Denau,,,
UZ-0073,small_airport,Dimitrovskoye Airport,40.2981987,69.05310059,997,AS,UZ,UZ-SI,Dimitrovskoye,,,
UZ-0074,small_airport,Dustlik East Airport,40.46853256,68.13722992,900,AS,UZ,UZ-JI,Dustlik,,,
UZ-0075,small_airport,Dustlik Northeast Airport,40.47751617,68.08869171,900,AS,UZ,UZ-JI,Dustlik,,,
UZ-0076,small_airport,Dustlik Southeast Airport,40.39149857,68.03320313,941,AS,UZ,UZ-JI,Dustlik,,,
UZ-0077,small_airport,Dzharkurgan East Airport,37.50899887,67.47229767,1138,AS,UZ,UZ-SU,Dzharkurgan,,,
UZ-0078,small_airport,Faizabad Airport,38.74470139,65.78019714,1238,AS,UZ,UZ-QA,Faizabad,,,
UZ-0079,small_airport,Gilyambor Airport,37.4070015,67.18370056,1024,AS,UZ,UZ-SU,Gilyambor,,,
UZ-0080,small_airport,Golodnaya Step Southeast Airport,40.41579819,68.41490173,916,AS,UZ,UZ-SI,Golodnaya,,,
UZ-0081,small_airport,Gulistan North Airport,40.50699997,68.80220032,893,AS,UZ,UZ-SI,Gulistan,,,
UZ-0082,small_airport,Imeni Chkalova Airport,40.55390167,68.92160034,898,AS,UZ,UZ-SI,Imeni Chkalova,,,
UZ-0083,small_airport,Irdzharskaya Northwest Airport,40.73699951,67.96199799,830,AS,UZ,UZ-JI,Irdzharskaya,,,
UZ-0084,small_airport,Irdzharskaya West Airport,40.6794014,67.99839783,846,AS,UZ,UZ-JI,Irdzharskaya,,,
UZ-0085,small_airport,Isat Airport,38.94850159,66.54660034,1742,AS,UZ,UZ-QA,Isat,,,
UZ-0086,small_airport,Isbaskent Airport,41.00910187,72.41210175,1821,AS,UZ,UZ-AN,Kochkor-ata,,,
UZ-0087,small_airport,Ishbulak North Airport,39.10290146,66.6160965,1840,AS,UZ,UZ-QA,Nushkent,,,
UZ-0088,small_airport,Kairma Airport,39.74200058,66.5759964,2004,AS,UZ,UZ-SA,Mevali,,,
UZ-0089,small_airport,Kakakoy Southeast Airport,40.77159882,68.19329834,860,AS,UZ,UZ-JI,Karakoy,,,
UZ-0090,small_airport,Karadarya East Airport,40.0141983,66.29219818,1563,AS,UZ,UZ-SA,Karadarya,,,
UZ-0091,small_airport,Karakoy Airport,40.90719986,68.21099854,859,AS,UZ,UZ-JI,Karakoy,,,
UZ-0092,small_airport,Karakoy Southwest Airport,40.81610107,68.16040039,843,AS,UZ,UZ-JI,Karakoy,,,
UZ-0093,small_airport,Karakul Airport,39.51309967,63.85919952,658,AS,UZ,UZ-BU,Karakul,,,
UZ-0094,small_airport,Karshi East Airport,38.86729813,65.84149933,1258,AS,UZ,UZ-QA,Karshi,,,
UZ-0095,small_airport,Karyz Airport,39.01860046,66.51889801,1674,AS,UZ,UZ-QA,Ayman,,,
UZ-0096,small_airport,Kasan Southwest Airport,39.02119827,65.53369904,1113,AS,UZ,UZ-QA,Kasan,,,
UZ-0097,small_airport,Kattakurgan East Airport,39.9090004,66.30539703,1730,AS,UZ,UZ-SA,Kattakurgan,,,
UZ-0098,small_airport,Kattaming Airport,39.94060135,66.09470367,1454,AS,UZ,UZ-SA,Kattaming,,,
UZ-0099,small_airport,Kazakly Baudark Airport,38.9856987,65.82309723,1283,AS,UZ,UZ-QA,Kazakly Baudark,,,
UZ-0100,small_airport,Khatyrchi Northwest Airport,40.0530014,65.93240356,1372,AS,UZ,UZ-SA,Khatyrchi,,,
UZ-0101,small_airport,Khavast Airport,40.20119858,68.85430145,1230,AS,UZ,UZ-SI,Kahvast,,,
UZ-0102,small_airport,Kilab Northwest Airport,39.16070175,66.854599,2135,AS,UZ,UZ-QA,Kilab,,,
UZ-0103,small_airport,Kilab Southeast Airport,39.09339905,66.91590118,2227,AS,UZ,UZ-QA,Kilab,,,
UZ-0104,small_airport,Kishiseit East Airport,40.56110001,67.82959747,840,AS,UZ,UZ-JI,Kishiseit,,,
UZ-0105,small_airport,Kishiseit Northeast Airport,40.58190155,67.79309845,840,AS,UZ,UZ-JI,Kishiseit,,,
UZ-0106,small_airport,Kodzhar Southwest Airport,38.80619812,65.56970215,1127,AS,UZ,UZ-QA,Chodshar,,,
UZ-0107,small_airport,Kokand North Airport,40.65940094,70.85939789,1224,AS,UZ,UZ-FA,Kokand,,,
UZ-0108,small_airport,Kolodets Sari Bel West Airport,40.30879974,67.85070038,991,AS,UZ,UZ-JI,Kolodets Sari,,,
UZ-0109,small_airport,Kukaral Sedmoy Airport,40.65240097,69.19719696,1039,AS,UZ,UZ-TO,Kukaral,,,
UZ-0110,small_airport,Kuvacha Airport,39.49829865,63.71149826,630,AS,UZ,UZ-BU,Kuvacha,,,
UZ-0111,small_airport,Kuvasay North Airport,40.37950134,71.97609711,2196,AS,UZ,UZ-FA,Ualik,,,
UZ-0112,small_airport,Malekskaya Airport,40.70869827,68.58239746,865,AS,UZ,UZ-SI,Malekskaya,,,
UZ-0113,small_airport,Margelan Airport,40.44150162,71.67449951,1593,AS,UZ,UZ-FA,Margelan,,,
UZ-0114,small_airport,Matlha Airport,40.37789917,69.18309784,930,AS,UZ,UZ-TO,Parchayuz,,,
UZ-0115,small_airport,Mitan Airport,39.9803009,66.56030273,1711,AS,UZ,UZ-SA,Kara Darya,,,
UZ-0116,small_airport,Nadezhdinskoye Airport,40.62350082,68.93990326,886,AS,UZ,UZ-SI,Obetovanni,,,
UZ-0117,small_airport,Namagan Southwest Airport,40.94580078,71.51509857,1544,AS,UZ,UZ-NG,Namangan,,,
UZ-0118,small_airport,Naukent Airport,40.23690033,71.72969818,2617,AS,UZ,UZ-FA,Naukent,,,
UZ-0119,small_airport,Pap East Airport,40.88349915,71.18039703,1410,AS,UZ,UZ-NG,Khalkabad,,,
UZ-0120,small_airport,Put'k Sotsialismu Airport,40.69229889,68.32369995,861,AS,UZ,UZ-JI,Put'k Sotsialismu,,,
UZ-0121,small_airport,Shabskiy North Airport,40.24980164,68.98339844,1089,AS,UZ,UZ-SI,Shabskiy,,,
UZ-0122,small_airport,Shakhrikhan South Airport,40.62250137,72.02549744,1481,AS,UZ,UZ-AN,Shakhrikhan,,,
UZ-0123,small_airport,Shakhrikhan West Airport,40.70280075,71.90119934,1398,AS,UZ,UZ-AN,Shakhrikhan,,,
UZ-0124,small_airport,Shakhristabz Southwest Airport,39.0265007,66.77909851,1940,AS,UZ,UZ-QA,Shakhristabz,,,
UZ-0125,small_airport,Shamaldy Say Southeast Airport,41.1446991,72.18689728,1720,AS,UZ,UZ-AN,Shamaldy Say,,,
UZ-0126,small_airport,Shamenay Airport,42.6385994,58.91719818,218,AS,UZ,UZ-QR,Shamenay,,,
UZ-0127,small_airport,Shurchi West Airport,37.91320038,67.75350189,1477,AS,UZ,UZ-SU,Shurchi,,,
UZ-0128,small_airport,Siyazy/Pa Yan Airport,39.82419968,64.59500122,751,AS,UZ,UZ-NW,Char-Khana,,,
UZ-0129,small_airport,Srentenka Airport,40.30250168,69.1536026,930,AS,UZ,UZ-TO,Srentenka,,,
UZ-0130,small_airport,Surkhany Airport,37.73059845,67.57700348,1305,AS,UZ,UZ-SU,Surkhany,,,
UZ-0131,small_airport,Syrdar Northwest Airport,40.94079971,68.62210083,839,AS,UZ,UZ-SI,Syrdarya,,,
UZ-0132,small_airport,Tmeni Telmana Airport,40.73180008,68.22200012,865,AS,UZ,UZ-JI,Gagarin,,,
UZ-0133,small_airport,Ulmas Airport,38.88639832,66.36199951,1560,AS,UZ,UZ-QA,Karabag,,,
UZ-0134,small_airport,Uzunkuduk Airport,40.57633591,67.13956451,942,AS,UZ,UZ-JI,Uzunkuduk,,,
UZ-0135,small_airport,Yakkatu Airport,40.40299988,70.53240204,1330,AS,UZ,UZ-FA,Yakkatu,,,
UZ-0136,small_airport,Yangi Aryn Airport,41.35609055,60.59930801,311,AS,UZ,UZ-XO,Yangi Aryn,,,
UZ-0137,small_airport,Yangi Kurgan Airport,40.5564003,71.20700073,1309,AS,UZ,UZ-FA,Karym Baba,,,
UZ-0138,small_airport,Yangi Yul Airport,41.13560104,69.05690002,1217,AS,UZ,UZ-TO,Yangi Yul,,,
UZ-0139,small_airport,Yangiabad East Airport,40.28329849,68.39600372,1004,AS,UZ,UZ-SI,Yangiabad,,,
UZ-0140,small_airport,Yangiabad Northwest Airport,40.26250076,68.30950165,1008,AS,UZ,UZ-SI,Yangiabad,,,
UZ-0141,small_airport,Yangikishiak Airport,40.41820145,67.18830109,1830,AS,UZ,UZ-JI,Yangikishiak,,,
UZ-0142,small_airport,Yangikurgan / Akdaya Airport,39.92290115,66.65429688,1800,AS,UZ,UZ-SA,Yangikurgan,,,
UZ-0143,small_airport,Yangiturmysh Airport,40.71609879,69.08039856,980,AS,UZ,UZ-TO,Yangiturmish,,,
UZ-0144,small_airport,Yerzhar Southwest Airport,40.62369919,68.09059906,867,AS,UZ,UZ-JI,Yerzhar,,,
UZ-0145,small_airport,Zolotaya Orda Airport,40.57799911,68.69940186,865,AS,UZ,UZ-SI,Zolotaya,,,
UZ-0146,small_airport,Tashkent Sergeli Airport,41.20000076,69.23999786,0,AS,UZ,UZ-TO,Toshkent,,,
UZ-UT73,small_airport,Maymanak Airport,39.13779831,65.16529846,1047,AS,UZ,UZ-QA,Maynanak,UT73,,UT73
UZ-UT77,small_airport,Kungrad Airport,43.08300018,58.88420105,180,AS,UZ,UZ-QR,Kungrad,UT77,,UT77
UZM,small_airport,Hope Bay Aerodrome,68.156,-106.618,150,NA,CA,CA-NU,Hope Bay,,UZM,CHB3
UZR,small_airport,Urzhar Airport,47.09115,81.66521,0,AS,KZ,KZ-VOS,Urzhar,,UZR,
VA-0001,heliport,Vatican City Heliport,41.90197754,12.44613075,221,EU,VA,VA-U-A,,,,
VA00,small_airport,Brook Hill Farm Airport,37.92819977,-79.17810059,1600,NA,US,US-VA,Steeles Tavern,VA00,,VA00
VA01,heliport,Marty 1 Heliport,36.94010162,-82.48149872,2000,NA,US,US-VA,Coeburn,VA01,,VA01
VA02,small_airport,Pace Airport,36.58539963,-79.89389801,800,NA,US,US-VA,Ridgeway,VA02,,VA02
VA03,heliport,Hospital Heliport,37.35240173,-79.51670074,800,NA,US,US-VA,Bedford,VA03,,VA03
VA04,small_airport,Barrows Airport,37.49209976,-79.92870331,1100,NA,US,US-VA,Fincastle,VA04,,VA04
VA05,heliport,Clinchfield Heliport,36.90570068,-82.06349945,2050,NA,US,US-VA,Lebanon,VA05,,VA05
VA06,small_airport,Deer Run Airport,36.99430084,-80.45449829,2400,NA,US,US-VA,Floyd,VA06,,VA06
VA07,small_airport,Burkes Garden Airport,37.09569931,-81.36930084,3060,NA,US,US-VA,Tazewell,VA07,,VA07
VA08,small_airport,Longbranch Airport,37.71709824,-76.3588028,20,NA,US,US-VA,Kilmarnock,VA08,,VA08
VA09,heliport,Wise A.R.Hospital Heliport,36.97180176,-82.5848999,2600,NA,US,US-VA,Wise,VA09,,VA09
VA10,small_airport,Catawba Valley Airport,37.28010178,-80.30139923,1720,NA,US,US-VA,Blacksburg,VA10,,VA10
VA11,small_airport,White Oak Stand Airport,36.80789948,-81.70120239,2100,NA,US,US-VA,Chilhowie,VA11,,VA11
VA12,small_airport,Gravely Airport,36.64680099,-79.79699707,750,NA,US,US-VA,Martinsville,VA12,,VA12
VA13,small_airport,Breezy Knoll Airport,37.26539993,-79.0428009,785,NA,US,US-VA,Rustburg,VA13,,VA13
VA14,small_airport,Southampton Correctional Center Airport,36.74069977,-77.26270294,50,NA,US,US-VA,Capron,VA14,,VA14
VA15,small_airport,Stokes Airport,37.65629959,-78.04499817,295,NA,US,US-VA,Cartersville,VA15,,VA15
VA16,small_airport,Centreville Airport,38.87929916,-77.48439789,300,NA,US,US-VA,Centreville,VA16,,VA16
VA17,small_airport,Mulberry Run Airport,39.03590012,-78.39219666,820,NA,US,US-VA,Strasburg,VA17,,VA17
VA18,small_airport,Bundoran Airport,37.96849823,-78.68219757,840,NA,US,US-VA,Charlottesville,VA18,,VA18
VA19,small_airport,Snow Hill Airport,37.95399857,-78.36920166,268,NA,US,US-VA,Charlottesville,VA19,,VA19
VA1B,small_airport,Chanda Airport,19.99469948,79.22250366,625,AS,IN,IN-MM,,VA1B,,VA1B
VA1C,small_airport,Birlagram Airport,23.44689941,75.42030334,1541,AS,IN,IN-MP,,VA1C,,VA1C
VA1D,small_airport,Muirpur Airport,24.12520027,83.04060364,1122,AS,IN,IN-UP,,VA1D,,VA1D
VA1E,small_airport,Bhilai Airport,21.2942009,81.37950134,1014,AS,IN,IN-CT,,VA1E,,VA1E
VA1F,small_airport,Sidhi Airport,24.40229988,81.81479645,1093,AS,IN,IN-MP,,VA1F,,VA1F
VA1G,small_airport,Chorhata Airport,24.5034008,81.22029877,1000,AS,IN,IN-MP,,VA1G,,VA1G
VA1H,small_airport,Ondwa Airport,25.14150047,74.6115036,1450,AS,IN,IN-RJ,,VA1H,,VA1H
VA1J,small_airport,Dhana Airport,23.75359917,78.85579681,1706,AS,IN,IN-MP,,VA1J,,VA1J
VA1K,small_airport,Raedhanpur Airport,23.22229958,68.89129639,135,AS,IN,IN-GJ,,VA1K,,VA1K
VA1L,small_airport,Amla Airport,21.92639923,78.11360168,2435,AS,IN,IN-MP,,VA1L,,VA1L
VA1M,small_airport,Karad Airport,17.28590012,74.15809631,1890,AS,IN,IN-MM,,VA1M,,VA1M
VA1N,small_airport,Nimach Airport,24.43079948,74.86779785,1617,AS,IN,IN-MP,,VA1N,,VA1N
VA1O,small_airport,Burhar Airport,23.23520088,81.50370026,1500,AS,IN,IN-MP,,VA1O,,VA1O
VA1P,small_airport,Diu Airport,20.71310043,70.9210968,31,AS,IN,IN-GJ,Diu,VA1P,DIU,VA1P
VA20,heliport,SRMC Heliport,37.21680069,-77.39779663,126,NA,US,US-VA,Petersburg,VA20,,VA20
VA21,heliport,Morven Farms Heliport,37.94010162,-78.50859833,615,NA,US,US-VA,Charlottesville,VA21,,VA21
VA22,small_airport,Big River Ranch Airport,36.67509842,-78.69499969,375,NA,US,US-VA,Clarksville,VA22,,VA22
VA23,small_airport,Sanford Field,38.11899948,-76.61360168,15,NA,US,US-VA,Coles Point,VA23,,VA23
VA24,small_airport,Skovhus Airport,37.41429901,-78.96420288,712,NA,US,US-VA,Concord,VA24,,VA24
VA25,small_airport,Twin Towers Airport,36.7643013,-78.36049652,470,NA,US,US-VA,Chase City,VA25,,VA25
VA26,small_airport,Trent Farm Airstrip,36.65010071,-80.11640167,1130,NA,US,US-VA,Critz,VA26,,VA26
VA27,small_airport,Moorefield's Airstrip,36.55989838,-80.13780212,1110,NA,US,US-VA,Critz,VA27,,VA27
VA28,small_airport,Layne Farm Airstrip,37.12129974,-78.64360046,560,NA,US,US-VA,Cullen,VA28,,VA28
VA29,heliport,Culpeper Memorial Hospital Heliport,38.45479965,-78.01360321,475,NA,US,US-VA,Culpeper,VA29,,VA29
VA2A,small_airport,Phalodi Airport,27.11289978,72.38899994,781,AS,IN,IN-RJ,,VA2A,,VA2A
VA2B,small_airport,Meerut Sw Airport,28.9048996,77.6772995,732,AS,IN,IN-UP,,VA2B,,VA2B
VA2C,small_airport,Gondia Airport,21.52619934,80.29039764,990,AS,IN,IN-MM,,VAGD,,VA2C
VA2D,small_airport,Ratlam Airport,23.38139915,75.02559662,1702,AS,IN,IN-MP,,VA2D,,VA2D
VA30,small_airport,Berryvale Airport,38.52679825,-77.95639801,470,NA,US,US-VA,Culpeper,VA30,,VA30
VA31,small_airport,Apple Grove Airport,37.76259995,-76.34629822,15,NA,US,US-VA,Kilmarnock,VA31,,VA31
VA32,small_airport,Longs Airport,38.8042984,-78.5719986,870,NA,US,US-VA,Edinburg,VA32,,VA32
VA33,small_airport,Beaver Dam Airpark,37.04430008,-76.76820374,100,NA,US,US-VA,Surry,VA33,,VA33
VA34,small_airport,Big Buffalo Airstrip,37.28350067,-78.4496994,510,NA,US,US-VA,Farmville,VA34,,VA34
VA35,heliport,Fort Lee Nr 1 /Hqs/ Heliport,37.2417984,-77.34300232,100,NA,US,US-VA,Fort Lee,VA35,,VA35
VA36,small_airport,F. U. M. A. Airport,37.74459839,-78.27030182,400,NA,US,US-VA,Fork Union,VA36,,VA36
VA37,heliport,Heth Army Heliport,38.15010071,-77.36640167,220,NA,US,US-VA,Fort A. P. Hill,VA37,,VA37
VA39,heliport,Fort Lee AHP 3(Qrtmst Cen) Heliport,37.25019836,-77.33300018,100,NA,US,US-VA,Fort Lee,VA39,,VA39
VA40,heliport,O'Gara Tech Training Facility Heliport,36.565222,-79.204444,385,NA,US,US-VA,Danville,VA40,,VA40
VA41,small_airport,High Hopes Airport,37.93460083,-75.60990143,9,NA,US,US-VA,Withams,VA41,,VA41
VA42,small_airport,Dogwood Airpark,38.35850143,-77.45220184,180,NA,US,US-VA,Fredericksburg,VA42,,VA42
